extra_trees_dpc.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
2.20,0.00,1.00,0.52,0.00,0.95,0.00
2.30,0.00,1.00,0.52,0.00,0.95,0.00
2.40,0.00,1.00,0.52,0.00,0.95,0.00
2.50,0.00,1.00,0.52,0.00,0.95,0.00
2.60,0.00,1.00,0.52,0.00,0.95,0.00
2.70,0.00,1.00,0.52,0.00,0.95,0.00
2.80,0.00,1.00,0.52,0.00,0.95,0.00
2.90,0.00,1.00,0.52,0.00,0.95,0.00

svm_kfold_dpc_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.51,0.00,0.94,0.00
-2.90,1.00,0.00,0.51,0.00,0.94,0.00
-2.80,1.00,0.00,0.51,0.00,0.94,0.00
-2.70,1.00,0.00,0.51,0.00,0.94,0.00
-2.60,1.00,0.00,0.51,0.00,0.94,0.00
-2.50,1.00,0.00,0.51,0.00,0.94,0.00
-2.40,1.00,0.00,0.51,0.00,0.94,0.00
-2.30,1.00,0.00,0.51,0.00,0.94,0.00
-2.20,1.00,0.00,0.51,0.00,0.94,0.00
-2.10,1.00,0.00,0.51,0.00,0.94,0.00
-2.00,1.00,0.00,0.51,0.00,0.94,0.00
-1.90,1.00,0.00,0.51,0.00,0.94,0.00
-1.80,1.00,0.00,0.51,0.00,0.94,0.00
-1.70,1.00,0.00,0.51,0.00,0.94,0.00
-1.60,1.00,0.00,0.51,0.00,0.94,0.00
-1.50,1.00,0.00,0.51,0.00,0.94,0.00
-1.40,1.00,0.00,0.51,0.00,0.94,0.00
-1.30,1.00,0.07,0.54,0.19,0.94,0.07
-1.20,1.00,0.07,0.54,0.19,0.94,0.07
-1.10,1.00,0.21,0.61,0.34,0.94,0.21
-1.00,1.00,0.21,0.61,0.34,0.94,0.21
-0.90,1.00,0.28,0.64,0.40,0.94,0.28
-0.80,1.00,0.34,0.68,0.46,0.94,0.35
-0.70,1.00,0.48,0.75,0.57,0.94,0.49
-0.60,0.97,0.52,0.75,0.54,0.94,0.49
-0.50,0.97,0.62,0.80,0.63,0.94,0.59
-0.40,0.93,0.72,0.83,0.67,0.94,0.66
-0.30,0.90,0.76,0.83,0.67,0.94,0.66
-0.20,0.83,0.83,0.83,0.66,0.94,0.66
-0.10,0.83,0.83,0.83,0.66,0.94,0.66
0.00,0.83,0.86,0.85,0.70,0.94,0.70
0.10,0.80,0.90,0.85,0.70,0.94,0.70
0.20,0.73,0.97,0.85,0.72,0.94,0.70
0.30,0.73,0.97,0.85,0.72,0.94,0.70
0.40,0.70,0.97,0.83,0.69,0.94,0.66
0.50,0.67,1.00,0.83,0.70,0.94,0.66
0.60,0.67,1.00,0.83,0.70,0.94,0.66
0.70,0.60,1.00,0.80,0.65,0.94,0.60
0.80,0.53,1.00,0.76,0.60,0.94,0.53
0.90,0.50,1.00,0.75,0.57,0.94,0.50
1.00,0.33,1.00,0.66,0.44,0.94,0.33
1.10,0.27,1.00,0.63,0.39,0.94,0.26
1.20,0.27,1.00,0.63,0.39,0.94,0.26
1.30,0.10,1.00,0.54,0.23,0.94,0.10
1.40,0.07,1.00,0.53,0.18,0.94,0.07
1.50,0.03,1.00,0.51,0.13,0.94,0.03
1.60,0.03,1.00,0.51,0.13,0.94,0.03
1.70,0.00,1.00,0.49,0.00,0.94,0.00
1.80,0.00,1.00,0.49,0.00,0.94,0.00
1.90,0.00,1.00,0.49,0.00,0.94,0.00
2.00,0.00,1.00,0.49,0.00,0.94,0.00
2.10,0.00,1.00,0.49,0.00,0.94,0.00
2.20,0.00,1.00,0.49,0.00,0.94,0.00
2.30,0.00,1.00,0.49,0.00,0.94,0.00
2.40,0.00,1.00,0.49,0.00,0.94,0.00
2.50,0.00,1.00,0.49,0.00,0.94,0.00
2.60,0.00,1.00,0.49,0.00,0.94,0.00
2.70,0.00,1.00,0.49,0.00,0.94,0.00
2.80,0.00,1.00,0.49,0.00,0.94,0.00
2.90,0.00,1.00,0.49,0.00,0.94,0.00

